Hospital Name,QuVa Customer,Definitive ID,Final Tier,Beds,IDN,IDN Final Tier,Definitive IDN ID,City,State,Zip Code,GPO Affiliations,Zip_Code,Longitude,Latitude
Oceans Behavioral Hospital Abilene,False,5214,C,92.0,Oceans Healthcare,C,7089,ABILENE,TX,79602,Intalere (FKA: Amerinet),79602,-99.7214,32.4178
Riverview Behavioral Health (FKA Vista Health Texarkana),False,552426,D,62.0,Acadia Healthcare,C,7230,TEXARKANA,AR,71854,,71854,-93.8765,33.431
Kindred Chicago Central Hospital,False,6040,C,187.0,Kindred Healthcare,B,7048,CHICAGO,IL,60641,"Intalere (FKA: Amerinet), Vizient",60641,-87.7474,41.9453
Spring Harbor Hospital,False,6218,C,100.0,MaineHealth,A,4743,WESTBROOK,ME,4092,"Vizient, Intalere (FKA: Amerinet)",4092,-70.358,43.6843
Heinz Rehab Hospital (FKA: John Heinz Institute Of Rehab Medicine),False,6201,C,92.0,Allied Services Integrated Health System,D,575367,WILKES BARRE,PA,18702,"Intalere (FKA: Amerinet), Magnet Group, Innovatix",18702,-75.7736,41.2208
Kindred Hospital Wyoming Valley (Closed),False,5712,D,156.0,Kindred Healthcare,B,7048,WILKES BARRE,PA,18702,,18702,-75.7736,41.2208
Aurora San Diego (BHS) Hospital,False,5288,B,80.0,Aurora Behavioral Health Care (AKA: Signature Healthcare Services),B,7056,SAN DIEGO,CA,92128,Premier Inc,92128,-117.069,33.0067
Winnebago Mental Health Institute,False,6332,D,330.0,,,-1,WINNEBAGO,WI,54985,,54985,-88.5178,44.0706
Miles Campus of Lincoln Health (FKA: Miles Memorial Hospital),False,1858,C,38.0,MaineHealth,A,4743,DAMARISCOTTA,ME,4543,"Intalere (FKA: Amerinet), Magnet Group, Vizient",4543,-69.5042,44.0293
Cobalt Rehabilitation Hospital of Surprise,False,844321,D,40.0,Cobalt Medical Development,D,844322,SURPRISE,AZ,85378,Vizient,85378,-112.3332,33.6306
Kindred Hospital Westminster,False,6100,B,109.0,Kindred Healthcare,B,7048,WESTMINSTER,CA,92683,Vizient,92683,-117.9939,33.7524
CenterPointe Hospital,False,6350,D,104.0,CenterPointe Hospitals,D,923677,SAINT CHARLES,MO,63304,,63304,-90.6234,38.7378
Lifecare Hospitals of Wisconsin,False,5261,D,62.0,LifeCare Health Partners,B,7218,PEWAUKEE,WI,53072,Vizient,53072,-88.2729,43.0788
366th Medical Group - Mountain Home Air Force Base (Closed - No Longer Offers Inpatient Services),False,581780,D,156.0,US Air Force Medicine,C,551511,MOUNTAIN HOME AFB,ID,83648,,83648,-116.4012,43.7914
6th Medical Group - MacDill Air Force Base (Closed - No Longer Offers Inpatient Services),False,551568,D,156.0,US Air Force Medicine,C,551511,TAMPA,FL,33621,,33621,-82.4946,27.8491
Adirondack Medical Center Lake Placid,False,764447,C,156.0,Adirondack Health,C,582515,LAKE PLACID,NY,12946,"Intalere (FKA: Amerinet), Premier Inc",12946,-73.982,44.2796
Alaska VA Healthcare System,False,851172,D,156.0,VA Northwest Network (VISN 20),C,541812,ANCHORAGE,AK,99504,Department of Veterans Affairs,99504,-149.7447,61.2037
Altus Houston Hospital,False,955051,D,156.0,Altus Health,D,841655,HOUSTON,TX,77072,,77072,-95.5862,29.699
American Recovery Center,False,577359,B,156.0,,,-1,POMONA,CA,91767,"Provista, Vizient",91767,-117.7362,34.0812
Pomona Valley Hospital Medical Center,False,387,B,156.0,,,-1,POMONA,CA,91767,Vizient,91767,-117.7362,34.0812
Archer Institute of Lake Charles Memorial Health System (Opening 2018),False,941999,C,156.0,Lake Charles Memorial Health System,B,576754,LAKE CHARLES,LA,70605,Vizient,70605,-93.2218,30.1693
Lake Area Medical Center (Women and Childrens Hospital at Lake Charles),False,1746,D,156.0,CHRISTUS Health,D,4702,LAKE CHARLES,LA,70605,HealthTrust Purchasing Group (HPG),70605,-93.2218,30.1693
Memorial for Women,False,576755,B,158.0,Lake Charles Memorial Health System,B,576754,LAKE CHARLES,LA,70605,Vizient,70605,-93.2218,30.1693
Arkansas Childrens Hospital Northwest,False,842956,B,156.0,Arkansas Childrens Hospital System,C,842984,SPRINGDALE,AR,72762,Vizient,72762,-94.1762,36.1835
Willow Creek Womens Hospital,False,542087,D,158.0,Northwest Health System,D,542083,SPRINGDALE,AR,72762,HealthTrust Purchasing Group (HPG),72762,-94.1762,36.1835
Ascension Dell Seton Medical Center at the University of Texas,True,585559,D,156.0,Ascension Seton (FKA Seton Healthcare Family),B,4689,AUSTIN,TX,78701,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),78701,-97.7426,30.2713
Augusta University Hospital Grovetown (Opening 2020),False,842959,C,156.0,Augusta University Health (FKA Georgia Regents Health System),B,577520,GROVETOWN,GA,30813,Vizient,30813,-82.1982,33.4504
Austen Riggs Psychiatric Center,False,581782,C,156.0,,,-1,STOCKBRIDGE,MA,1262,Intalere (FKA: Amerinet),1262,-73.3223,42.301
Austin Medical Center (Opening 2019),False,923847,C,156.0,Baylor Scott & White Health,A,577357,AUSTIN,TX,78749,"Intalere (FKA: Amerinet), Vizient",78749,-97.8508,30.2166
Baptist Emergency Hospital - NW Military,False,869344,D,156.0,Baptist Health System - San Antonio TX,B,274217,SAN ANTONIO,TX,78257,,78257,-98.6137,29.6495
Bassett Army Community Hospital,False,551530,D,156.0,US Army Medicine,C,551507,FORT WAINWRIGHT,AK,99703,US Department Of Defense,99703,-147.6557,64.8283
Baylor Emergency Medical Center at Colleyville,True,764509,C,156.0,Baylor Scott & White Health,A,577357,COLLEYVILLE,TX,76034,"Intalere (FKA: Amerinet), Vizient",76034,-97.146,32.8872
Baylor Emergency Medical Center at Murphy,True,764507,C,156.0,Baylor Scott & White Health,A,577357,PLANO,TX,75094,"Intalere (FKA: Amerinet), Vizient",75094,-96.6189,33.0148
Baylor Scott & White - Buda Hospital (Opening December 2019),False,963800,C,156.0,Baylor Scott & White Health,A,577357,BUDA,TX,78610,"Intalere (FKA: Amerinet), Vizient",78610,-97.8534,30.0918
Behavioral Hospital for Children and Adolescents,False,581785,D,156.0,Eating Recovery Center,D,957428,DENVER,CO,80230,,80230,-104.8951,39.7218
Eating Recovery Center - Denver,False,957429,D,156.0,Eating Recovery Center,D,957428,DENVER,CO,80230,,80230,-104.8951,39.7218
Bethesda Hospital West,False,274225,C,156.0,Bethesda Healthcare System,B,274224,BOYNTON BEACH,FL,33472,"Vizient, Premier Inc",33472,-80.1856,26.5384
Blanchfield Army Community Hospital,False,551542,D,156.0,US Army Medicine,C,551507,FORT CAMPBELL,KY,42223,US Department Of Defense,42223,-87.5585,36.5995
Blessing Hospital at 14th Street (AKA St Mary Hospital - Closed),False,550121,D,156.0,Blessing Health System,D,550120,QUINCY,IL,62301,,62301,-91.3763,39.9307
Blessing Hospital at 11th Street,False,1107,C,156.0,Blessing Health System,D,550120,QUINCY,IL,62301,Vizient,62301,-91.3763,39.9307
Bradford Health Services - Warrior,False,581789,B,156.0,,,-1,WARRIOR,AL,35180,Intalere (FKA: Amerinet),35180,-86.8198,33.8529
Bridgewater State Hospital,False,581790,D,156.0,Massachusetts Bureau of Public Health Facilities,C,7097,BRIDGEWATER,MA,2324,Managed Healthcare Associates (MHA),2324,-70.9723,41.9773
California Medical Facility,False,581792,B,156.0,California Department of Corrections and Rehabilitation,C,843010,VACAVILLE,CA,95696,"Vizient, FirstChoice Cooperative",95696,-122.0168,38.43
DSH - Vacaville,False,781938,C,156.0,California Department of State Hospitals (FKA: California Department Of Mental Health),B,7057,VACAVILLE,CA,95696,,95696,-122.0168,38.43
California Mens Colony Hospital,False,581793,B,156.0,California Department of Corrections and Rehabilitation,C,843010,SAN LUIS OBISPO,CA,93409,"Vizient, FirstChoice Cooperative",93409,-120.6364,35.2211
Calvary Addiction Recovery Center,False,581794,D,156.0,,,-1,PHOENIX,AZ,85014,,85014,-112.0556,33.5103
Castroville Community Hospital (Opening Late 2018),False,963479,D,156.0,,,-1,CASTROVILLE,TX,78009,,78009,-98.8824,29.3553
Centegra Hospital - Huntley,False,274232,C,156.0,Centegra Health System,B,274231,HUNTLEY,IL,60142,Vizient,60142,-88.4268,42.1756
CenterPointe Hospital - Columbia (Opening Early 2018),False,923676,D,156.0,CenterPointe Hospitals,D,923677,COLUMBIA,MO,65202,,65202,-92.3112,38.995
Central Harnett Hospital,False,577638,C,156.0,Harnett Health,C,578012,LILLINGTON,NC,27546,"Intalere (FKA: Amerinet), Premier Inc, Magnet Group, Vizient",27546,-78.9212,35.332
Central New York Psychiatric Center,False,552501,D,156.0,New York State Office of Mental Health,B,552464,MARCY,NY,13403,Magnet Group,13403,-75.2783,43.1639
Central Prison Healthcare Complex,False,581796,D,156.0,,,-1,RALEIGH,NC,27606,,27606,-78.7112,35.7645
Central Star Youth Psychiatric Health Facility (PHF),False,868266,B,156.0,Stars Behavioral Health Group,C,781940,FRESNO,CA,93702,Intalere (FKA: Amerinet),93702,-119.7532,36.74
Crestwood Psychiatric Health Facility - Fresno (Closed),False,577370,C,156.0,Crestwood Behavioral Health,C,577358,FRESNO,CA,93702,,93702,-119.7532,36.74
Exodus Fresno Crisis Stabilization Center,False,902434,C,156.0,,,-1,FRESNO,CA,93702,,93702,-119.7532,36.74
Central State Hospital,False,840534,D,156.0,Georgia Department of Behavioral Health and Developmental Disabilities (AKA Central State Hospital - System),D,851725,MILLEDGEVILLE,GA,31062,,31062,-83.2174,33.0491
Champion Medical Center Baton Rouge (Closed),False,843015,D,156.0,,,-1,BATON ROUGE,LA,70807,,70807,-91.2246,30.5768
Chestnut Hill Rehabilitation Hospital (Closed),False,577653,D,156.0,,,-1,GLENSIDE,PA,19038,,19038,-75.155,40.1096
CHI Franciscan Rehabilitation Hospital (Opening 1st Q 2018),False,866420,C,156.0,CHI Franciscan Health,C,274190,TACOMA,WA,98465,Vizient,98465,-122.5273,47.2491
CHI St Lukes Health - Springwood Village Hospital,False,842944,D,156.0,CHI St Lukes Health (FKA St Lukes Episcopal Health System),B,274128,SPRING,TX,77389,,77389,-95.5066,30.1044
Childrens at Hughes Spaulding (FKA Childrens Hospital Of Atlanta  - Hughes Spalding),False,274145,B,156.0,Childrens Healthcare of Atlanta,A,274144,ATLANTA,GA,30303,Vizient,30303,-84.3888,33.7525
Grady Memorial Hospital,False,996,C,156.0,,,-1,ATLANTA,GA,30303,Vizient,30303,-84.3888,33.7525
CHRISTUS Mother Frances Hospital - South Tyler,False,847103,D,156.0,CHRISTUS Trinity Mother Frances Health System,D,4879,TYLER,TX,75703,Resource Optimization and Innovation (ROi),75703,-95.3031,32.2768
Clarksburg Community Hospital (Closed - Plans Rejected),False,550804,D,156.0,Adventist HealthCare (MD),B,7092,CLARKSBURG,MD,20871,,20871,-77.2794,39.2387
Cleveland VA Medical Center - Brecksville Campus (Closed 2012),False,541829,D,156.0,Veterans Integrated Service Network 10 (VISN 10 - FKA VA Healthcare System Of Ohio),C,541804,BRECKSVILLE,OH,44141,,44141,-81.6261,41.3166
Clifton T Perkins Hospital Center,False,577651,D,156.0,Maryland Department of Health & Mental Hygiene,C,843002,JESSUP,MD,20794,,20794,-76.7922,39.1484
Cobalt Rehabilitation Hospital - El Paso (Opening December 2017),False,905505,C,156.0,Cobalt Medical Development,D,844322,VICTORIA,TX,77902,Vizient,77902,-97.1006,28.9255
Columbus Springs East,False,847869,D,156.0,Springstone Inc,C,842974,COLUMBUS,OH,43219,,43219,-82.9103,40.0326
Community Behavioral Health Center,False,577367,B,156.0,The Community Medical Centers Healthcare Network,A,7196,FRESNO,CA,93723,Premier Inc,93723,-119.9532,36.7863
Cornerstone of Fresh Meadows,False,577669,C,156.0,Cornerstone Treatment Facilities Network,D,582520,FRESH MEADOWS,NY,11366,Vizient,11366,-73.7949,40.7272
Davie Medical Center - Bermuda Run,False,849825,C,156.0,Wake Forest Baptist Health,B,274053,ADVANCE,NC,27006,Vizient,27006,-80.4463,36.0065
Dignity Health St Rose Dominican - Blue Diamond Campus,True,941893,C,156.0,Dignity Health (FKA Catholic Healthcare West),A,4698,LAS VEGAS,NV,89139,"Afaxys, Dignity Health Purchasing Network (DHPN), Premier Inc, Greenhealth Exchange, Provista, Vizient",89139,-115.2118,36.0129
Dignity Health St Rose Dominican - West Flamingo Campus,True,941896,C,156.0,Dignity Health (FKA Catholic Healthcare West),A,4698,LAS VEGAS,NV,89147,"Afaxys, Dignity Health Purchasing Network (DHPN), Premier Inc, Greenhealth Exchange, Provista, Vizient",89147,-115.2801,36.1128
Doris Miller VA Medical Center (Central Texas VA Health Care System),False,274162,D,156.0,VA Heart Of Texas Health Care Network (VISN 17),D,541809,WACO,TX,76711,Department of Veterans Affairs,76711,-97.1547,31.5175
DSH - Atascadero (FKA Atascadero State Hospital),False,7170,C,156.0,California Department of State Hospitals (FKA: California Department Of Mental Health),B,7057,ATASCADERO,CA,93422,FirstChoice Cooperative,93422,-120.6638,35.4754
DSH - Sacramento (FKA Sacramento County Mental Health Treatment Center),False,577379,C,156.0,California Department of State Hospitals (FKA: California Department Of Mental Health),B,7057,SACRAMENTO,CA,95820,,95820,-121.4451,38.5347
DSH - Stockton,False,781939,C,156.0,California Department of State Hospitals (FKA: California Department Of Mental Health),B,7057,STOCKTON,CA,95215,,95215,-121.2041,37.9551
Dwight D Eisenhower Army Medical Center,False,551539,D,156.0,US Army Medicine,C,551507,AUGUSTA,GA,30905,US Department Of Defense,30905,-82.1337,33.413000000000004
East Mississippi State Hospital,False,577639,C,156.0,Mississippi Department of Mental Health,D,842998,MERIDIAN,MS,39307,"Premier Inc, Intalere (FKA: Amerinet)",39307,-88.7436,32.3736
Eating Recovery Center - California,False,957432,C,156.0,Eating Recovery Center,D,957428,SACRAMENTO,CA,95864,,95864,-121.3769,38.5878
Eglin Hospital,False,551552,D,156.0,US Air Force Medicine,C,551511,EGLIN AFB,FL,32542,US Department Of Defense,32542,-86.6087,30.5393
El Paso VA Medical Center (El Paso VA Health Care System),False,541837,D,156.0,VA Heart Of Texas Health Care Network (VISN 17),D,541809,EL PASO,TX,79930,Department of Veterans Affairs,79930,-106.4568,31.8048
Everest Rehabilitation Hospital of Temple (Opening TBD),False,902346,D,156.0,Everest Rehabilitation Hospitals,D,902344,DALLAS,TX,75254,,75254,-96.819,32.9503
Federal Bureau of Prisons - Federal Medical Center Carswell,False,840511,D,156.0,Federal Bureau of Prisons,D,840595,NAVAL AIR STATION/ JRB,TX,76127,,76127,-97.3208,32.7254
Federal Bureau of Prisons - Federal Medical Center Devens,False,840580,D,156.0,Federal Bureau of Prisons,D,840595,DEVENS,MA,1434,,1434,-71.6115,42.5385
TaraVista Behavioral Health Center,False,849586,D,156.0,,,-1,DEVENS,MA,1434,,1434,-71.6115,42.5385
Florida Hospital Winter Garden,False,825593,C,156.0,Florida Hospital Healthcare System,A,274244,WINTER GARDEN,FL,34787,Premier Inc,34787,-81.5911,28.5423
Fort Belvoir Community Hospital,False,553289,C,156.0,US Department of Defense Military Health System,D,551508,FORT BELVOIR,VA,22060,US Department Of Defense,22060,-77.1433,38.6947
Fort Mill Medical Center (Opening in 2018),False,585541,D,156.0,Tenet Healthcare,A,4685,FORT MILL,SC,29715,,29715,-80.9266,35.0108
Goldwater Memorial Hospital (Closed November 2013),False,6003,D,156.0,NYC Health and Hospitals (FKA New York City Health and Hospitals Corporation),A,7112,NEW YORK,NY,10044,,10044,-73.9505,40.7618
Grand Island Regional Hospital (Opening 2020),False,954648,D,156.0,,,-1,GRAND ISLAND,NE,68801,,68801,-98.3411,40.9219
Halifax Health Deltona Hospital (Opening 2019),False,955495,C,156.0,Halifax Health,B,542176,DELTONA,FL,32725,Vizient,32725,-81.2473,28.8989
Hawthorn Center,False,575074,C,156.0,Michigan Department of Health & Human Services,C,575075,NORTHVILLE,MI,48167,Vizient,48167,-83.4794,42.4262
HealthSouth Murrieta Rehabilitation Hospital (Opening Q4 2017),False,843018,B,156.0,Encompass Health Corporation (FKA HealthSouth),B,7277,LAGUNA BEACH,CA,92652,Vizient,92652,-117.7815,33.543
HealthSouth Pelham (Opening March 2018),False,931618,B,156.0,Encompass Health Corporation (FKA HealthSouth),B,7277,PELHAM,AL,35124,Vizient,35124,-86.76799999999999,33.2932
HealthSouth Rehabilitation Hospital of the Lowcountry (Opening Q2 2018),False,909011,C,156.0,Encompass Health Corporation (FKA HealthSouth),B,7277,BLUFFTON,SC,29910,Vizient,29910,-80.8721,32.2513
Horizon Specialty Hospital of Henderson,False,575885,D,156.0,Fundamental Long-Term Care Holdings,D,575884,LAS VEGAS,NV,89123,Forum Purchasing,89123,-115.1462,36.0383
Inspira Medical Center Mullica Hill (Opening 2019),False,923869,D,156.0,,,-1,MULLICA HILL,NJ,8062,,8062,-75.2065,39.7252
Iowa Medical and Classification Center Prison Hospital,False,581835,D,156.0,,,-1,CORALVILLE,IA,52241,,52241,-91.5906,41.6937
Jackson West (opening late 2019),False,825644,C,156.0,Jackson Health System (FL),A,274134,MIAMI,FL,33122,"Premier Inc, Intalere (FKA: Amerinet), Vizient",33122,-80.281,25.8001
Joint Base Elmendorf-Richardson Hospital (673rd Medical Group),False,551553,D,156.0,US Air Force Medicine,C,551511,JBER,AK,99506,US Department Of Defense,99506,-158.5996,59.8666
Kaiser Permanente - Modesto Medical Center,True,541854,B,156.0,Kaiser Permanente - Northern California Region,A,845347,MODESTO,CA,95356,"Vizient, National Capital Area Shared Services Inc",95356,-121.0252,37.7005
Kaweah Delta Mental Health Hospital D/p Aph,False,577376,B,156.0,Kaweah Delta Health Care District,C,842978,VISALIA,CA,93277,Premier Inc,93277,-119.3065,36.3114
Keesler AFB Hospital - 81st Medical Group,False,551554,D,156.0,US Air Force Medicine,C,551511,BILOXI,MS,39534,US Department Of Defense,39534,-88.9211,30.4067
Kindred Hospital Northeast - Natick (Closed June 2015),False,541925,D,156.0,Kindred Healthcare,B,7048,NATICK,MA,1760,,1760,-71.3574,42.2875
MetroWest Medical Center - Leonard Morse Hospital,False,583155,D,158.0,Tenet Healthcare,A,4685,NATICK,MA,1760,"HealthTrust Purchasing Group (HPG), Magnet Group",1760,-71.3574,42.2875
Kindred Hospital Philadelphia - Havertown,False,550800,C,156.0,Kindred Healthcare,B,7048,HAVERTOWN,PA,19083,Vizient,19083,-75.3106,39.9774
Kwajalein Hospital,False,581818,D,156.0,,,-1,,,96960,,96960,171.237,7.1128
Lakeview Behavioral Health,False,939830,D,156.0,,,-1,PEACHTREE CORNERS,GA,30092,,30092,-84.2216,33.9701
Lehigh Valley Hospital - Pocono West (Opening 2020),False,955492,D,156.0,Lehigh Valley Health Network,B,4739,TANNERSVILLE,PA,18372,,18372,-75.3244,41.0472
Madison Hospital,False,542187,B,156.0,Huntsville Hospital Health System,A,542158,MADISON,AL,35758,"Vizient, HealthGroup of Alabama",35758,-86.7425,34.7108
Marie Green Psychiatric Center - P H F,False,577366,C,156.0,,,-1,MERCED,CA,95341,,95341,-120.5144,37.2308
McLeod Seacoast (FKA Seacoast Medical Center),False,551524,C,156.0,McLeod Health,B,274338,LITTLE RIVER,SC,29566,"Vizient, Resource Optimization and Innovation (ROi)",29566,-78.6508,33.8768
Medical Center for Federal Prisoners - Springfield,False,833126,D,156.0,Federal Bureau of Prisons,D,840595,SPRINGFIELD,MO,65807,,65807,-93.3085,37.1668
Cox Medical Center South,True,2369,C,156.0,CoxHealth,D,4869,SPRINGFIELD,MO,65807,Vizient,65807,-93.3085,37.1668
Memorial Hermann Cypress Hospital,True,840562,C,156.0,Memorial Hermann Health System,A,7017,CYPRESS,TX,77433,Vizient,77433,-95.7025,29.8836
Mercy Health - Perrysburg Hospital (Opening April 2018),False,948976,C,156.0,Mercy Health (FKA Catholic Health Partners),A,4715,PERRYSBURG,OH,43551,Premier Inc,43551,-83.5927,41.5429
Mercy Kindred Rehabilitation Hospital (Opening 2018),False,906968,D,156.0,,,-1,CLIVE,IA,50325,,50325,-93.7457,41.6067
Mercyhealth - Crystal Lake (Opening 2020),False,941182,C,156.0,Mercyhealth (FKA Mercy Health System),A,4738,CRYSTAL LAKE,IL,60014,Premier Inc,60014,-88.3324,42.2308
MercyRockford Regional Medical Center (Opening January 2019),False,856410,C,156.0,Mercyhealth (FKA Mercy Health System),A,4738,ROCKFORD,IL,61114,Premier Inc,61114,-88.9972,42.3185
Methodist Womens Hospital,False,542189,C,156.0,Nebraska Methodist Health System,D,542164,ELKHORN,NE,68022,"Intalere (FKA: Amerinet), Vizient",68022,-96.2431,41.2756
MetroHealth Cleveland Heights Micro Hospital (Opening January 2018),False,937204,C,156.0,The MetroHealth System,B,274297,CLEVELAND,OH,44118,Premier Inc,44118,-81.5516,41.5008
Mike OCallaghan Federal Medical Center,False,551556,D,156.0,US Air Force Medicine,C,551511,NELLIS AFB,NV,89191,US Department Of Defense,89191,-115.0257,36.2395
Minnesota Specialty Health System - Wadena (FKA: CBHH - Wadena),False,581960,D,156.0,Minnesota Department Of Human Services,D,560458,WADENA,MN,56482,,56482,-95.1283,46.4401
Tri County Hospital,False,2237,C,156.0,,,-1,WADENA,MN,56482,Premier Inc,56482,-95.1283,46.4401
Minnesota Specialty Health System - Willmar (FKA: CBHH - Willmar),False,581959,D,156.0,Minnesota Department Of Human Services,D,560458,WILLMAR,MN,56201,,56201,-95.0523,45.1393
Rice Memorial Hospital (AKA Carris Health),False,2164,C,156.0,CentraCare Health System,A,7102,WILLMAR,MN,56201,"Intalere (FKA: Amerinet), Vizient",56201,-95.0523,45.1393
Mississippi State Penitentiary Hospital,False,581836,D,156.0,,,-1,PARCHMAN,MS,38738,,38738,-90.4965,33.9179
Moncrief Army Community Hospital (Closed - Inpatient Services Discontinued),False,551544,D,156.0,US Army Medicine,C,551507,COLUMBIA,SC,29206,,29206,-80.9532,34.0247
Montgomery County Mental Health Treatment Facility,False,833131,C,156.0,Correct Care Recovery Solutions (FKA GEO Care),D,581821,CONROE,TX,77301,Vizient,77301,-95.4527,30.3125
Mount Carmel Behavioral Health Hospital (Opening Fall 2018),False,944860,C,156.0,Mount Carmel Health System,D,274408,COLUMBUS,OH,43232,Premier Inc,43232,-82.8664,39.923
Mountain Point Medical Center,False,829115,D,156.0,Steward Health Care System,B,4684,LEHI,UT,84043,,84043,-111.8506,40.3958
MultiCare Covington Medical Center,False,842952,C,156.0,MultiCare Health System,A,4726,TACOMA,WA,98402,"Premier Inc, Intalere (FKA: Amerinet), Vizient, McKesson Pharmaceutical",98402,-122.4405,47.2545
National Institutes of Health Clinical Center,False,581811,D,156.0,,,-1,BETHESDA,MD,20892,Prime,20892,-77.1034,39.0024
Naval Hospital Camp Lejeune,False,551512,D,156.0,US Navy Medicine,C,551506,CAMP LEJEUNE,NC,28547,US Department Of Defense,28547,-77.3614,34.6909
New Orleans VA Medical Center (Southeast Louisiana Veterans Health Care System),False,541835,D,156.0,VA South Central VA Health Care Network (VISN 16),C,541808,NEW ORLEANS,LA,70119,Department of Veterans Affairs,70119,-90.0852,29.9746
Cobalt Rehabilitation Hospital of New Orleans,False,844323,C,156.0,Cobalt Medical Development,D,844322,NEW ORLEANS,LA,70119,Vizient,70119,-90.0852,29.9746
New York City Childrens Center - Queens Campus (FKA: Queens Childrens Psychiatric Center),False,552504,D,156.0,New York State Office of Mental Health,B,552464,BELLEROSE,NY,11426,Magnet Group,11426,-73.723,40.7347
Novant Health Clemmons Medical Center,True,939787,C,156.0,Novant Health,A,4736,CLEMMONS,NC,27012,Vizient,27012,-80.3962,36.0341
Novant Health Kernersville Medical Center (FKA: Kernersville Medical Center),True,541870,C,156.0,Novant Health,A,4736,KERNERSVILLE,NC,27284,Vizient,27284,-80.0831,36.1165
Novant Health Mint Hill Medical Center (Opening 2018),False,581939,C,156.0,Novant Health,A,4736,CHARLOTTE,NC,28227,Vizient,28227,-80.6846,35.1936
OakBend Medical Center - Wharton (Opening April 2018),False,957377,D,156.0,OakBend Medical Center Health System,D,582546,WHARTON,TX,77488,,77488,-96.0858,29.3205
OhioHealth Grove City Methodist Hospital (Opening Fall 2018),False,942120,C,156.0,OhioHealth,B,4756,GROVE CITY,OH,43123,"Vizient, Vizient - Excelerate Strategic Health Sourcing",43123,-83.0839,39.8814
Oklahoma Forensic Center,False,270660,D,156.0,Oklahoma Department Of Mental Health,D,270658,VINITA,OK,74301,,74301,-95.1382,36.6334
Saint Francis Hospital Vinita Inc (FKA: Craig General Hospital),False,3275,C,156.0,Saint Francis Health System,B,7235,VINITA,OK,74301,Premier Inc,74301,-95.1382,36.6334
Pacific Shores Hospital (Closed Nov 2014),False,577377,C,156.0,,,-1,CALABASAS,CA,91302,,91302,-118.6641,34.1419
Peoria Regional Medical Center (Closed),False,551807,D,156.0,,,-1,PEORIA,AZ,85383,,85383,-112.238,33.7169
Piedmont Geriatric Hospital,False,4290,C,156.0,Virginia Department of Behavioral Health And Developmental Services,B,274069,BURKEVILLE,VA,23922,,23922,-78.1961,37.1952
Placer County Psychiatric Health Facility,False,581758,B,156.0,Telecare Corporation,B,553052,ROSEVILLE,CA,95678,"Intalere (FKA: Amerinet), Vizient",95678,-121.2867,38.7609
Plastic Surgery Group of Atlanta (AKA John Connors MD),False,939850,D,156.0,,,-1,ATLANTA,GA,30328,,30328,-84.3958,33.9335
Portland VA Medical Center (Vancouver Campus),False,541839,C,156.0,VA Northwest Network (VISN 20),C,541812,VANCOUVER,WA,98661,"Intalere (FKA: Amerinet), Department of Veterans Affairs",98661,-122.6251,45.6418
Presbyterian Medical Center - Santa Fe (Opening 2018),False,873536,C,156.0,Presbyterian Healthcare Services,A,4742,SANTA FE,NM,87507,"Premier Inc, Cardinal Health",87507,-106.0152,35.6567
Prince Georges Regional Medical Center (Opening March 2021),True,842962,C,156.0,University of Maryland Capital Region Health (FKA: Dimensions Healthcare System),C,7255,UPPER MARLBORO,MD,20774,"Prime, Vizient",20774,-76.8156,38.8682
Rehabilitation Hospital of Northern Arizona (Opening Spring 2018),False,868863,C,156.0,Ernest Health,D,7109,FLAGSTAFF,AZ,86001,Vizient,86001,-111.662,35.1859
Flagstaff Medical Center,False,150,C,156.0,Northern Arizona Healthcare,D,7050,FLAGSTAFF,AZ,86001,"Intalere (FKA: Amerinet), Premier Inc",86001,-111.662,35.1859
Reno Behavioral Healthcare Hospital (Opening Early 2018),False,860683,D,156.0,,,-1,RENO,NV,89511,,89511,-119.7668,39.4151
Rex Healthcare of Holly Springs Hospital,False,842960,C,156.0,UNC REX Healthcare (FKA: Rex Healthcare),B,274280,HOLLY SPRINGS,NC,27540,Vizient,27540,-78.8458,35.6263
Reynolds Army Community Hospital (Closed - no longer provides inpatient services),False,551545,D,156.0,US Army Medicine,C,551507,FORT SILL,OK,73503,,73503,-98.4004,34.6595
Rock Regional Hospital (Opening 2018),False,860688,D,156.0,,,-1,DERBY,KS,67037,,67037,-97.2549,37.553000000000004
Rocky Mountain Hospital For Children at Presbyterian/ St Lukes,True,550084,D,156.0,HCA Continental Division (AKA HCA HealthONE),B,780649,DENVER,CO,80205,,80205,-104.9661,39.759
Roper St Francis Berkeley Hospital (Opening 2019),False,847834,C,156.0,Roper St Francis Health System,B,4757,SUMMERVILLE,SC,29483,Premier Inc,29483,-80.1739,33.028
Saint Mary Medical Center at Victorville Oasis for Health and Wellness (Opening 2017),False,842953,B,156.0,St Joseph Health,A,7062,VICTORVILLE,CA,92392,Vizient,92392,-117.4082,34.4802
Santa Fe Hospital (Closed - No Longer Offers Inpatient Services),False,553317,D,156.0,Baylor Scott & White Health,A,577357,TEMPLE,TX,76504,,76504,-97.3648,31.0917
Teague VA Medical Center (Central Texas VA Health Care System),True,3852,D,156.0,VA Heart Of Texas Health Care Network (VISN 17),D,541809,TEMPLE,TX,76504,Department of Veterans Affairs,76504,-97.3648,31.0917
