NAME,LATITUDE,LONGITUDE,CITY,STATE
REGIONAL HEALTH SERVICES OF HOWARD COUNTY,43.38137658,-92.1179944,CRESCO,IA
INDEPENDENCE STATE HOSPITAL,42.45696119,-91.9262367,INDEPENDENCE,IA
MERCY MEDICAL CENTER-CLINTON,41.86150182,-90.18901553,CLINTON,IA
CENTRAL COMMUNITY HOSPITAL,42.85667009,-91.40757287,ELKADER,IA
SKIFF MEDICAL CENTER,41.70306545,-93.05162676,NEWTON,IA
MARENGO MEMORIAL HOSPITAL,41.80212617,-92.07351711,MARENGO,IA
BUCHANAN COUNTY HEALTH CENTER,42.47034136,-91.87442373,INDEPENDENCE,IA
NORTH IOWA MEDICAL CENTER WEST CAMPUS,43.15556032,-93.26437654,MASON CITY,IA
MENTAL HEALTH INSTITUTE,40.95554287,-91.53594938,MOUNT PLEASANT,IA
FINLEY HOSPITAL,42.49625698,-90.68615902,DUBUQUE,IA
HENRY COUNTY HEALTH CENTER,40.96229764,-91.55950957,MOUNT PLEASANT,IA
KEOKUK COUNTY HEALTH CENTER,41.3225069,-92.20608695,SIGOURNEY,IA
MERCY MEDICAL CENTER-DES MOINES,41.59878159,-93.62311914,DES MOINES,IA
METHODIST JENNIE EDMUNDSON,41.26858246,-95.83535747,COUNCIL BLUFFS,IA
VA CENTRAL IOWA HEALTHCARE SYSTEM,41.62775145,-93.66067216,DES MOINES,IA
DAVIS COUNTY HOSPITAL,40.75917145,-92.41552486,BLOOMFIELD,IA
GEORGE C GRAPE COMMUNITY HOSPITAL,40.62049313,-95.65062315,HAMBURG,IA
GRUNDY COUNTY MEMORIAL HOSPITAL,42.35939319,-92.76196328,GRUNDY CENTER,IA
GUTTENBERG MUNICIPAL HOSPITAL,42.78612754,-91.09946116,GUTTENBERG,IA
HANCOCK COUNTY HEALTH SYSTEM,43.09821403,-93.80819526,BRITT,IA
CONTINUING CARE HOSPITAL,41.98573741,-91.65971818,CEDAR RAPIDS,IA
SELECT SPECIALTY HOSPITAL - DES MOINES,41.59887677,-93.62211382,DES MOINES,IA
MERCY REHABILITATION SERVICES,41.84002429,-90.21374357,CLINTON,IA
BEAR LAKE MEMORIAL HOSPITAL,42.31616307,-111.3002739,MONTPELIER,ID
BINGHAM MEMORIAL HOSPITAL,43.19323972,-112.3468313,BLACKFOOT,ID
IDAHO DOCTORS HOSPITAL,43.19630209,-112.3541696,BLACKFOOT,ID
MOUNTAIN VIEW HOSPITAL,43.47436602,-111.9879207,IDAHO FALLS,ID
NORTHERN IDAHO ADVANCED CARE HOSPITAL,47.71345693,-116.9038657,POST FALLS,ID
NORTHWEST SPECIALTY HOSPITAL,47.71545568,-116.9243885,POST FALLS,ID
REHABILITATION HOSPITAL OF THE NORTHWEST,47.71294297,-116.9020097,POST FALLS,ID
PORTNEUF MEDICAL CENTER,42.87385301,-112.420762,POCATELLO,ID
SAFE HAVEN HOSPITAL OF POCATELLO,42.86802809,-112.4163862,POCATELLO,ID
SAFE HAVEN HOSPITAL OF TREASURE VALLEY,43.62718132,-116.2824628,BOISE,ID
SAWTOOTH BEHAVIORAL HEALTH,42.5650403,-114.493701,TWIN FALLS,ID
TREASURE VALLEY HOSPITAL,43.61261927,-116.290926,BOISE,ID
GENESIS MEDICAL CENTER ALEDO,41.2055232,-90.75947344,ALEDO,IL
ANNA HOSPITAL CORPORATION - DBA UNION COUNTY HOSPITAL,37.46502663,-89.2455412,ANNA,IL
MACNEAL  HOSPITAL,41.83198332,-87.7921567,BERWYN,IL
METROSOUTH MEDICAL CENTER,41.65811419,-87.67783029,BLUE ISLAND,IL
COMMUNITY FIRST MEDICAL CENTER,41.94544551,-87.76783591,CHICAGO,IL
MT SINAI HOSPITAL MEDICAL CENTER,41.86080973,-87.69433858,CHICAGO,IL
SACRED HEART HOSPITAL,41.89062151,-87.70787847,CHICAGO,IL
SAINT ANTHONY HOSPITAL,41.85521453,-87.69827696,CHICAGO,IL
PRESENCE SAINT JOSEPH HOSPITAL,41.93382071,-87.63706909,CHICAGO,IL
PRESENCE SAINT ELIZABETH HOSPITAL,41.90758558,-87.6863101,CHICAGO,IL
PRESENCE SAINT MARY OF NAZARETH HOSPITAL CENTER,41.90253261,-87.68327659,CHICAGO,IL
ADVOCATE TRINITY HOSPITAL,41.72650439,-87.56722618,CHICAGO,IL
LOUIS A WEISS MEMORIAL HOSPITAL,41.96646835,-87.64962681,CHICAGO,IL
CHICAGO BEHAVIORAL HOSPITAL,42.04343765,-87.87903414,DES PLAINES,IL
PRESENCE HOLY FAMILY MEDICAL CENTER,42.05559711,-87.89003761,DES PLAINES,IL
ADVOCATE GOOD SAMARITAN HOSPITAL,41.81846623,-88.00811566,DOWNERS GROVE,IL
ADVOCATE SHERMAN HOSPITAL,42.07058742,-88.3307023,ELGIN,IL
PRESENCE SAINT JOSEPH HOSPITAL,42.03526953,-88.32694713,ELGIN,IL
PRESENCE ST FRANCIS HOSPITAL,42.02438934,-87.68456805,EVANSTON,IL
FAIRFIELD MEMORIAL HOSPITAL,38.38124819,-88.37526611,FAIRFIELD,IL
GATEWAY REGIONAL MEDICAL CENTER,38.70066032,-90.14367497,GRANITE CITY,IL
MERCY HARVARD HOSPITAL,42.42623691,-88.60704005,HARVARD,IL
ST JOSEPH'S HOSPITAL,38.74120324,-89.67204471,HIGHLAND,IL
PRESENCE ST JOSEPH MEDICAL CENTER,41.52784899,-88.13578744,JOLIET,IL
PRESENCE ST MARYS HOSPITAL,41.12071648,-87.87197245,KANKAKEE,IL
OSF SAINT LUKE MEDICAL CENTER,41.22083682,-89.94699282,KEWANEE,IL
MENDOTA COMMUNITY HOSPITAL,41.55290626,-89.12957877,MENDOTA,IL
JOHN & MARY KIRBY HOSPITAL,40.03407409,-88.56870341,MONTICELLO,IL
HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,38.54321241,-106.0088468,SALIDA,CO
KEEFE MEMORIAL HOSPITAL,38.82572778,-102.3550113,CHEYENNE WELLS,CO
ARROWHEAD REGIONAL MEDICAL CENTER,34.07398951,-117.3510049,COLTON,CA
BALLARD REHABILITATION HOSP,34.12937191,-117.3254596,SAN BERNARDINO,CA
BEAR VALLEY COMMUNITY HOSPITAL,34.24640075,-116.8882076,BIG BEAR LAKE,CA
CANYON RIDGE HOSPITAL,34.00908313,-117.687994,CHINO,CA
HI-DESERT MEDICAL CENTER,34.13189955,-116.2751392,JOSHUA TREE,CA
MOUNTAINS COMMUNITY HOSPITAL,34.26541221,-117.1682954,LAKE ARROWHEAD,CA
PATTON STATE HOSPITAL,34.13810098,-117.2175824,PATTON,CA
EDGEMOOR GERIATRIC HOSPITAL,32.85234511,-116.9741142,SANTEE,CA
FALLBROOK HOSPITAL DISTRICT,33.38081195,-117.2445588,FALLBROOK,CA
PALOMAR HEALTH DOWNTOWN CAMPUS,33.12508512,-117.0752947,ESCONDIDO,CA
VIBRA HOSPITAL OF SAN DIEGO,32.74962807,-117.1597694,SAN DIEGO,CA
DEPARTMENT OF STATE HOSPITAL - ATASCADERO,35.46271761,-120.6348906,ATASCADERO,CA
SIERRA VISTA REGIONAL MEDICAL CENTER,35.29179679,-120.6660507,SAN LUIS OBISPO,CA
AURORA VISTA DEL MAR HOSPITAL,34.30776435,-119.2836635,VENTURA,CA
LOS ROBLES HOSPITAL & MEDICAL CENTER,34.20797051,-118.8828949,THOUSAND OAKS,CA
PACIFIC SHORES HOSPITAL,34.22414131,-119.1942305,OXNARD,CA
THOUSAND OAKS SURGICAL HOSPITAL,34.17486097,-118.8693842,THOUSAND OAKS,CA
HEALDSBURG DISTRICT HOSPITAL,38.62709551,-122.864402,HEALDSBURG,CA
SONOMA VALLEY HOSPITAL,38.28807387,-122.4650102,SONOMA,CA
NORTH BAY VACAVALLEY HOSPITAL,38.35579706,-121.951749,VACAVILLE,CA
EASTERN PLUMAS HOSPITAL-LOYALTON CAMPUS,39.67952264,-120.2435849,LOYALTON,CA
LOMPOC VALLEY MEDICAL CENTER,34.64091099,-120.4395324,LOMPOC,CA
SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,34.4441369,-119.7806333,SANTA BARBARA,CA
NAPA STATE HOSPITAL,38.27803987,-122.2670334,NAPA,CA
COLORADO PLAINS MEDICAL CENTER,40.26002138,-103.7954793,FORT MORGAN,CO
"MEMORIAL HOSPITAL, THE",40.51849766,-107.5801197,CRAIG,CO
ST VINCENT GENERAL HOSPITAL DISTRICT,39.24499904,-106.303453,LEADVILLE,CO
QUEEN OF THE VALLEY HOSPITAL - NAPA,38.32450327,-122.2970568,NAPA,CA
"ANIMAS SURGICAL HOSPITAL, LLC",37.24908273,-107.8711524,DURANGO,CO
WEISBROD MEMORIAL COUNTY HOSPITAL,38.48031973,-102.7848674,EADS,CO
KIT CARSON COUNTY MEMORIAL HOSPITAL,39.303196,-102.270492,BURLINGTON,CO
ESTES PARK MEDICAL CENTER,40.37152286,-105.5151124,ESTES PARK,CO
NORTHERN COLORADO LONG TERM ACUTE HOSPITAL,40.40647595,-104.9713015,JOHNSTOWN,CO
NORTHERN COLORADO REHABILITATION HOSPITAL,40.406238,-104.971311,JOHNSTOWN,CO
ALAMEDA HOSPITAL,37.76279436,-122.2542136,ALAMEDA,CA
ALAMEDA HOSPITAL-SOUTH SHORE CONVALESCENT HOSPITAL,37.76184594,-122.2540476,ALAMEDA,CA
WASHINGTON HOSPITAL - FREMONT,37.55728288,-121.9798084,FREMONT,CA
CEDAR SPRINGS BEHAVIORAL HEALTH SYSTEM,38.80231634,-104.8162352,COLORADO SPRINGS,CO
PEAK VIEW BEHAVIORAL HEALTH,38.91071383,-104.7897384,COLORADO SPRINGS,CO
HEALTHSOUTH REHABILITATION HOSPITAL OF CO SPGS,38.82807586,-104.7914688,COLORADO SPRINGS,CO
UNIVERSITY OF COLORADO HEALTH AT MEMORIAL HOSPITAL NORTH,38.96684595,-104.7547327,COLORADO SPRINGS,CO
MIDDLE PARK MEDICAL CENTER,40.05697157,-106.3904139,KREMMLING,CO
MIDDLE PARK MEDICAL CENTER-GRANBY,40.075728,-105.925792,GRANBY,CO
DOCTORS HOSPITAL OF MANTECA,37.80158302,-121.1969169,MANTECA,CA
10TH MEDICAL GROUP-USAF ACADEMY HOSPITAL,38.99200284,-104.8846683,U.S. AIR FORCE ACADEMY,CO
SAN JOAQUIN COUNTY P.H.F.,37.96712978,-121.2876016,STOCKTON,CA
SAN JOAQUIN GENERAL HOSPITAL,37.88672574,-121.2826766,FRENCH CAMP,CA
ALHAMBRA HOSPITAL,34.09021587,-118.1440348,ALHAMBRA,CA
"AURORA LAS ENCINAS HOSPITAL, LLC",34.14164966,-118.0909706,PASADENA,CA
BHC ALHAMBRA HOSPITAL,34.08843641,-118.0740155,ROSEMEAD,CA
CENTINELA HOSPITAL MEDICAL CENTER,33.95044443,-118.348236,INGLEWOOD,CA
COLLEGE HOSPITAL,33.88433527,-118.1029467,CERRITOS,CA
"DOCTORS HOSPITAL OF WEST COVINA, INC",34.07136945,-117.944903,WEST COVINA,CA
GLENDORA COMMUNITY HOSPITAL,34.12748713,-117.8651379,GLENDORA,CA
GREATER EL MONTE COMMUNITY HOSPITAL,34.04803528,-118.0432949,SOUTH EL MONTE,CA
LA CASA PSYCHIATRIC HEALTH FACILITY,33.86508146,-118.1562741,LONG BEACH,CA
LAC+USC MEDICAL CENTER,34.05956159,-118.2083566,LOS ANGELES,CA
COLLEGE MEDICAL CENTER HAWTHORNE CAMPUS,33.9117288,-118.3520439,HAWTHORNE,CA
MARINA DEL REY HOSPITAL,33.98216162,-118.4392322,MARINA DEL REY,CA
MEMORIAL HOSPITAL OF GARDENA,33.89296488,-118.2947835,GARDENA,CA
PACIFICA HOSPITAL OF THE VALLEY,34.24009834,-118.3963629,SUN VALLEY,CA
PALMDALE REGIONAL MEDICAL CENTER,34.58287763,-118.1443669,PALMDALE,CA
RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,34.06540386,-118.4465877,LOS ANGELES,CA
RONALD REAGAN UCLA MEDICAL CENTER,34.06655438,-118.4466251,LOS ANGELES,CA
SAN DIMAS COMMUNITY HOSPITAL,34.09750932,-117.8346358,SAN DIMAS,CA
SAN GABRIEL VALLEY MEDICAL CENTER,34.10086879,-118.1059188,SAN GABRIEL,CA
SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS,34.06966945,-118.2635258,LOS ANGELES,CA
SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,34.06956607,-118.1056884,ROSEMEAD,CA
WHITTIER HOSPITAL MEDICAL CENTER,33.95016303,-118.003961,WHITTIER,CA
DESERT REGIONAL MEDICAL CENTER,33.83866785,-116.5434536,PALM SPRINGS,CA
HEMET VALLEY MEDICAL CENTER,33.7501697,-116.9601854,HEMET,CA
MENIFEE VALLEY MEDICAL CENTER,33.71950227,-117.168033,SUN CITY,CA
RIVERSIDE COMMUNITY HOSPITAL,33.97655423,-117.3809889,RIVERSIDE,CA
RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,33.91191123,-117.1958298,MORENO VALLEY,CA
RIVERSIDE COUNTY REGIONAL MEDICAL CENTER - D/P APH,33.9190012,-117.4598561,RIVERSIDE,CA
SAN GORGONIO MEMORIAL HOSPITAL,33.93182075,-116.9461022,BANNING,CA
SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,33.55877691,-117.1840678,MURRIETA,CA
SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,33.59168162,-117.2376011,WILDOMAR,CA
REGIONAL MEDICAL OF SAN JOSE,37.36231615,-121.8489245,SAN JOSE,CA
SAN MATEO MEDICAL CENTER,37.53114656,-122.2994948,SAN MATEO,CA
ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,39.71620404,-105.1298671,LAKEWOOD,CO
SPANISH PEAKS REGIONAL HEALTH CENTER,37.60051672,-104.831178,WALSENBURG,CO
GUNNISON VALLEY HOSPITAL,38.55139536,-106.9247458,GUNNISON,CO
SHASTA REGIONAL MEDICAL CENTER,40.58563182,-122.3878683,REDDING,CA
TELECARE PLACER COUNTY PSYCHIATRIC HEALTH FACILITY,38.73039978,-121.2861748,ROSEVILLE,CA
NORTHERN INYO HOSPITAL,37.36206187,-118.4062398,BISHOP,CA
SOUTHERN INYO HOSPITAL,36.6091002,-118.0579119,LONE PINE,CA
MARIN GENERAL HOSPITAL,37.94725336,-122.5358589,GREENBRAE,CA
MENDOCINO COAST DISTRICT HOSPITAL,39.43123374,-123.8008806,FORT BRAGG,CA
MARIE GREEN PSYCHIATRIC CENTER - P H F,37.29378408,-120.4734747,MERCED,CA
DELTA COUNTY MEMORIAL HOSPITAL,38.74496462,-108.0470186,DELTA,CO
COALINGA REGIONAL MEDICAL CENTER,36.15247112,-120.340684,COALINGA,CA
COMMUNITY BEHAVIORAL HEALTH CENTER,36.84040123,-119.7576623,FRESNO,CA
CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,36.73686966,-119.7519799,FRESNO,CA
FRESNO HEART AND SURGICAL HOSPITAL,36.86088585,-119.7892519,FRESNO,CA
SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,36.83997451,-119.7605535,FRESNO,CA
TELECARE EL DORADO COUNTY PHF,38.73280885,-120.8020629,PLACERVILLE,CA
CONTRA COSTA REGIONAL MEDICAL CENTER,38.00679801,-122.1328148,MARTINEZ,CA
SAN RAMON REGIONAL MEDICAL CENTER,37.77587949,-121.9581807,SAN RAMON,CA
BAKERSFIELD HEART HOSPITAL,35.38482961,-119.0399964,BAKERSFIELD,CA
CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,35.36567811,-118.9297762,BAKERSFIELD,CA
KERN MEDICAL CENTER,35.38249885,-118.9697737,BAKERSFIELD,CA
KERN VALLEY HEALTHCARE DISTRICT,35.6350283,-118.4069917,LAKE ISABELLA,CA
SAN JOAQUIN COMMUNITY HOSPITAL,35.38339964,-119.0205238,BAKERSFIELD,CA
PROWERS MEDICAL CENTER,38.07060898,-102.6101232,LAMAR,CO
HAXTUN HOSPITAL DISTRICT,40.6417925,-102.6313982,HAXTUN,CO
MELISSA MEMORIAL HOSPITAL,40.57927084,-102.2899025,HOLYOKE,CO
ASPEN VALLEY HOSPITAL,39.19038065,-106.8395395,ASPEN,CO
WEST SPRINGS HOSPITAL,39.07926073,-108.5203817,GRAND JUNCTION,CO
LINCOLN COMMUNITY HOSPITAL,39.13843589,-103.4737372,HUGO,CO
CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL,38.6334945,-121.3545543,CARMICHAEL,CA
SACRAMENTO COUNTY MENTAL HEALTH TREATMENT CENTER,38.55719537,-121.460877,SACRAMENTO,CA
SIERRA VISTA HOSPITAL,38.46678028,-121.4171117,SACRAMENTO,CA
MIDTOWN OAKS POST-ACUTE,38.57186985,-121.4725168,SACRAMENTO,CA
JEROLD PHELPS COMMUNITY HOSPITAL,40.10167816,-123.7922546,GARBERVILLE,CA
MAD RIVER COMMUNITY HOSPITAL,40.89605659,-124.0911892,ARCATA,CA
SEMPERVIRENS P.H.F.,40.78071655,-124.1606002,EUREKA,CA
EL CENTRO REGIONAL MEDICAL CENTER,32.78043468,-115.5687283,EL CENTRO,CA
PIONEERS MEMORIAL HOSPITAL,32.95909297,-115.5537987,BRAWLEY,CA
SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,37.26279404,-105.9655335,LA JARA,CO
PIKES PEAK REGIONAL HOSPITAL,38.97434396,-105.073712,WOODLAND PARK,CO
SEDGWICK COUNTY MEMORIAL HOSPITAL,40.99391889,-102.2683242,JULESBURG,CO
NATIVIDAD MEDICAL CENTER,36.69851657,-121.6305903,SALINAS,CA
MAMMOTH HOSPITAL,37.64395021,-118.9623289,MAMMOTH LAKES,CA
CHAPMAN MEDICAL CENTER,33.78861494,-117.8264132,ORANGE,CA
COLLEGE HOSPITAL COSTA MESA,33.65185454,-117.9118521,COSTA MESA,CA
FAIRVIEW DEVELOPMENTAL CENTER,33.66344421,-117.9228031,COSTA MESA,CA
FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,33.71493477,-117.9359695,FOUNTAIN VALLEY,CA
FOUNTAIN VALLEY RGNL HOSP AND MED CTR - WARNER,33.71466444,-117.9345479,FOUNTAIN VALLEY,CA
NEWPORT BAY HOSPITAL,33.62228516,-117.9075358,NEWPORT BEACH,CA
ANAHEIM GLOBAL MEDICAL CENTER,33.81973326,-117.9093552,ANAHEIM,CA
DOCTORS MEDICAL CENTER,37.6651476,-120.9970207,MODESTO,CA
STANISLAUS SURGICAL HOSPITAL,37.66480107,-120.9584999,MODESTO,CA
NORTH VALLEY BEHAVIORAL HEALTH,39.15360363,-121.6175496,YUBA CITY,CA
DENVER HEALTH MEDICAL CENTER,39.72820114,-104.9909751,DENVER,CO
PRESBYTERIAN ST LUKE'S MEDICAL CENTER,39.74722099,-104.9667885,DENVER,CO
ROSE MEDICAL CENTER,39.73197795,-104.9345091,DENVER,CO
COLORADO MENTAL HEALTH INSTITUTE AT FT LOGAN,39.64106738,-105.0324274,DENVER,CO
COLORADO ACUTE LONG TERM HOSPITAL,39.74359911,-105.0349823,DENVER,CO
KINDRED HOSPITAL-DENVER,39.746336,-104.964522,DENVER,CO
SELECT SPECIALTY HOSPITAL-DENVER,39.74664992,-104.9679806,DENVER,CO
SELECT SPECIALTY HOSPITAL DENVER SOUTH CAMPUS,39.67032342,-104.9746647,DENVER,CO
EATING RECOVERY CENTER A BEHAVIORAL HOSPITAL,39.74558492,-104.9680311,DENVER,CO
SKY RIDGE MEDICAL CENTER,39.52908996,-104.8711824,LONE TREE,CO
HIGHLANDS BEHAVIORAL HEALTH SYSTEM,39.5627578,-104.9076731,LITTLETON,CO
PIONEERS MEDICAL CENTER,40.0417109,-107.9111314,MEEKER,CO
COLORADO MENTAL HEALTH INSTITUTE AT PUEBLO-PSYCH,38.28894405,-104.630603,PUEBLO,CO
HAVEN BEHAVIORAL HOSPITAL OF SOUTHERN COLO,38.23376529,-104.6228061,PUEBLO,CO
SPALDING REHABILITATION HOSPITAL,39.73102996,-104.8274728,AURORA,CO
KINDRED HOSPITAL AURORA,39.72813068,-104.8269738,AURORA,CO
"MEDICAL CENTER OF AURORA, THE",39.69006328,-104.8319209,AURORA,CO
SWEDISH MEDICAL CENTER,39.65385659,-104.9805403,ENGLEWOOD,CO
NORTH SUBURBAN MEDICAL CENTER,39.86338588,-104.9853065,THORNTON,CO
VIBRA LONG TERM ACUTE CARE HOSPITAL,39.85016211,-104.9799113,THORNTON,CO
SOUTHEAST COLORADO HOSPITAL,37.40437038,-102.6122829,SPRINGFIELD,CO
PORTERVILLE DEVELOPMENTAL CENTER,36.03977122,-118.9834188,PORTERVILLE,CA
SIERRA VIEW DISTRICT HOSPITAL,36.06853717,-119.0273604,PORTERVILLE,CA
GRADY GENERAL HOSPITAL,30.8637239,-84.19908623,CAIRO,GA
CORNERSTONE MEDICAL CENTER,34.94687793,-85.26367959,FORT OGLETHORPE,GA
EASTSIDE MEDICAL CENTER,33.87756855,-84.02107387,SNELLVILLE,GA
FORT VALLEY STATE UNIVERSITY HEALTH SYSTEM,32.53299173,-83.89768799,FORT VALLEY,GA
PEACH REGIONAL MEDICAL CENTER,32.56664161,-83.87819738,FORT VALLEY,GA
BOWDON AREA HOSPITAL AND REHAB CENTER,33.53488751,-85.26289578,BOWDON,GA
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,32.99585948,-82.80411552,SANDERSVILLE,GA
CANDLER COUNTY HOSPITAL,32.40713253,-82.06552421,METTER,GA
SELECT SPECIALTY HOSPITAL - MIDTOWN ATLANTA,33.77377717,-84.38275435,ATLANTA,GA
PRIDE MEDICAL,33.84329175,-84.42860127,ATLANTA,GA
SOUTHWEST HOSPITAL AND MEDICAL CENTER,33.73990563,-84.51218764,ATLANTA,GA
WELLSTAR ATLANTA MEDICAL CENTER,33.76295,-84.37339,ATLANTA,GA
CHARTER BEHAVIORAL HEALTH SYSTEM OF ATLANTA,33.77633712,-84.38249272,ATLANTA,GA
SELECT SPECIALTY HOSPITAL - ATLANTA,33.76931988,-84.38555362,ATLANTA,GA
BUCKHEAD AMBULATORY SURGICAL CENTER,33.81116368,-84.39198305,ATLANTA,GA
POLK MEDICAL CENTER,34.0192,-85.25210087,CEDARTOWN,GA
PUTNAM GENERAL HOSPITAL,33.3358662,-83.37094562,EATONTON,GA
CHATTOOGA MEDICAL CENTER,34.49966842,-85.3304196,SUMMERVILLE,GA
MARTIN ARMY COMMUNITY HOSPITAL,32.37180614,-84.92818509,FORT BENNING,GA
ST SIMONS BY-THE-SEA HOSPITAL,31.16409316,-81.4021197,ST. SIMONS,GA
SELECT SPECIALTY HOSPITAL - SAVANNAH,32.02790058,-81.10031062,SAVANNAH,GA
THE GEORGIA CENTER FOR YOUTH,32.54951358,-84.15317465,REYNOLDS,GA
OPTIM MEDICAL CENTER TATTNALL,32.08052775,-82.10912263,REIDSVILLE,GA
COLQUITT REGIONAL MEDICAL CENTER,31.1256301,-83.78037885,MOULTRIE,GA
TURNING POINT HOSPITAL,31.15315967,-83.762751,MOULTRIE,GA
RINCON MEDICAL CENTER,32.25822576,-81.21737345,RINCON,GA
EFFINGHAM HOSPITAL,32.36383517,-81.32091296,SPRINGFIELD,GA
ELBERT MEMORIAL HOSPITAL,34.11339324,-82.8749545,ELBERTON,GA
EMANUEL MEDICAL CENTER,32.59249776,-82.34780425,SWAINSBORO,GA
EVANS MEMORIAL HOSPITAL,32.16588314,-81.89902445,CLAXTON,GA
SUMTER REGIONAL HOSPITAL,32.05720403,-84.21994567,AMERICUS,GA
APPLING HEALTHCARE SYSTEM,31.76931073,-82.34884932,BAXLEY,GA
TIFT REGIONAL MEDICAL CENTER,31.47134618,-83.49143696,TIFTON,GA
BARROW MEDICAL CENTER,34.00432561,-83.70816598,WINDER,GA
DORMINY MEDICAL CENTER,31.69756452,-83.26014598,FITZGERALD,GA
CARTERSVILLE MEDICAL CENTER,34.20049389,-84.79483359,CARTERSVILLE,GA
MILLER COUNTY HOSPITAL,31.17548231,-84.73501832,COLQUITT,GA
CENTRAL STATE HOSPITAL PSYCHIATRIC,33.05067748,-83.22189481,MILLEDGEVILLE,GA
SOUTHWESTERN STATE HOSPITAL,30.80828659,-83.99389357,THOMASVILLE,GA
REDMOND REGIONAL MEDICAL CENTER,34.27679339,-85.19492929,ROME,GA
NORTHWEST GEORGIA REGIONAL HOSPITAL,34.2838073,-85.20099866,ROME,GA
FANNIN REGIONAL HOSPITAL,34.91773614,-84.3746432,BLUE RIDGE,GA
TY COBB HEALTHCARE SYSTEM - COBB MEMORIAL HOSPITAL,34.28469232,-83.11836798,ROYSTON,GA
MORGAN MEMORIAL HOSPITAL,33.58493524,-83.48056681,MADISON,GA
WEST CENTRAL GEORGIA REGIONAL HOSPITAL,32.4927589,-84.86747378,COLUMBUS,GA
PIEDMONT NEWTON HOSPITAL,33.60134,-83.84843,COVINGTON,GA
COOK MEDICAL CENTER,31.14456949,-83.42453855,ADEL,GA
WILLINGWAY HOSPITAL,32.44443621,-81.75732574,STATESBORO,GA
EAST GEORGIA REGIONAL MEDICAL CENTER,32.41479139,-81.76996101,STATESBORO,GA
BURKE COUNTY HOSPITAL,33.08347574,-82.01246217,WAYNESBORO,GA
SOUTHEAST GEORGIA HEALTH SYSTEM - CAMDEN CAMPUS,30.78090229,-81.61510891,ST. MARYS,GA
ROCKDALE HOSPITAL AND HEALTH SYSTEM,33.68072383,-84.00157525,CONYERS,GA
TRINITY HOSPITAL OF AUGUSTA,33.46572907,-82.0183653,AUGUSTA,GA
UNIVERSITY HEALTH CARE SYSTEM,33.47068485,-81.98251057,AUGUSTA,GA
DOCTORS HOSPITAL,33.48615997,-82.09443245,AUGUSTA,GA
THE CHILDREN'S HOSPITAL - MEDICAL CENTER OF CENTRAL GEORGIA,32.83472905,-83.63666986,MACON,GA
EAST CENTRAL REGIONAL HOSPITAL,33.39693217,-82.01187344,AUGUSTA,GA
CHARLIE NORWOOD VETERANS AFFAIRS MEDICAL CENTER - UPTOWN DIVISION,33.46473753,-82.02550617,AUGUSTA,GA
LIGHTHOUSE CARE CENTER OF AUGUSTA,33.49082902,-82.08742866,AUGUSTA,GA
SELECT SPECIALTY HOSPITAL - AUGUSTA,33.47633313,-81.99031409,AUGUSTA,GA
COLISEUM NORTHSIDE HOSPITAL,32.87159196,-83.69471087,MACON,GA
"PARK CENTER, INC",41.09362544,-85.10848202,FORT WAYNE,IN
THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,41.04028484,-85.23912543,FORT WAYNE,IN
COLISEUM MEDICAL CENTERS,32.84740818,-83.61868521,MACON,GA
LIBERTY REGIONAL MEDICAL CENTER,31.83960572,-81.6009201,HINESVILLE,GA
LAKE BRIDGE BEHAVIORAL HEALTH SYSTEM,32.89557107,-83.68259834,MACON,GA
STEPHENS COUNTY HOSPITAL,34.59286194,-83.34807369,TOCCOA,GA
WARM SPRINGS MEDICAL CENTER,32.8896319,-84.68374246,WARM SPRINGS,GA
FLINT RIVER COMMUNITY HOSPITAL,32.29498489,-84.03075419,MONTEZUMA,GA
FAIRVIEW PARK HOSPITAL,32.5321546,-82.95040931,DUBLIN,GA
GREENLEAF CENTER,30.86015739,-83.25913322,VALDOSTA,GA
23RD MEDICAL GROUP - MOODY AFB,30.97660313,-83.20718588,VALDOSTA,GA
SMITH NORTHVIEW HOSPITAL,30.89863693,-83.33555852,VALDOSTA,GA
OPTIM MEDICAL CENTER SCREVEN,32.7502504,-81.64701956,SYLVANIA,GA
JEFFERSON HOSPITAL,33.00986749,-82.40554579,LOUISVILLE,GA
JEFF DAVIS HOSPITAL,31.85720986,-82.60714696,HAZLEHURST,GA
